价格,新车价,行驶时间,公里数,保养方式,使用类型,所在地,环境标准,年检到期日,保险到期日,depre,city,miles,years,y
5.6,7.58,2年8个月,2.00万公里,4S店定期保养,非营运车,西安,"OBD,国5",2019年02月,2019年02月,0.738786279683,xa,2.0,2.16666666667,1.03966975303
3.3,4.33,4年3个月,3.00万公里,4S店定期保养,非营运车,西安,国4,2019年07月,2019年07月,0.762124711316,xa,3.0,4.33333333333,1.16436366623
15.09,26.03,4年5个月,3.12万公里,4S店定期保养,非营运车,西安,国4,2019年05月,2019年05月,0.579715712639,xa,3.12,4.33333333333,0.321606475786
4.9,14.97,8年6个月,6.00万公里,4S店定期保养,非营运车,西安,国4,2018年04月,2018年04月,0.327321309285,xa,6.0,8.66666666667,-0.720325501614
5.9,8.66,5年1个月,3.60万公里,4S店定期保养,非营运车,西安,国4,2018年09月,2018年09月,0.68129330254,xa,3.6,5.41666666667,0.759721671183
10.23,13.23,1年8个月,1.20万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年02月,2019年02月,0.773242630385,xa,1.2,1.08333333333,1.2267122913
19.3,25.61,2年1个月,1.50万公里,4S店定期保养,非营运车,西安,国5,2017年10月,2017年10月,0.753611870363,xa,1.5,2.16666666667,1.11796941936
12.5,18.76,2年6个月,1.80万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年04月,2019年04月,0.66631130064,xa,1.8,2.16666666667,0.691548459196
5.9,12.8,4年9个月,2.70万公里,4S店定期保养,非营运车,西安,欧4,2019年01月,2019年01月,0.4609375,xa,2.7,4.33333333333,-0.156569060692
7.8,11.48,2年6个月,1.80万公里,4S店定期保养,非营运车,西安,"国4,京5",2019年04月,2019年04月,0.679442508711,xa,1.8,2.16666666667,0.751210981515
9.68,13.87,2年6个月,1.80万公里,4S店定期保养,非营运车,西安,"国4,京5",2018年04月,2018年04月,0.697909156453,xa,1.8,2.16666666667,0.837361167354
3.5,5.85,4年,3.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.598290598291,xa,3.0,4.33333333333,0.398347640339
26.7,41.25,5年6个月,8.00万公里,4S店定期保养,非营运车,西安,欧2,2018年04月,2018年04月,0.647272727273,xa,8.0,5.41666666667,0.607072571789
3.2,7.7,5年7个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2019年03月,0.415584415584,xa,4.0,5.41666666667,-0.340926586971
8.5,11.28,2年11个月,2.10万公里,4S店定期保养,非营运车,西安,国5,2018年11月,已到期,0.753546099291,xa,2.1,2.16666666667,1.11761523579
6.0,13.95,6年,4.30万公里,4S店定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.430107526882,xa,4.3,6.5,-0.281412459438
12.4,61.65,14年,10.00万公里,4S店定期保养,非营运车,西安,国2,2018年06月,2018年06月,0.201135442011,xa,10.0,1.08333333333,-1.37921289501
10.38,21.7,6年5个月,4.60万公里,4S店定期保养,非营运车,西安,欧4,2018年05月,2018年05月,0.478341013825,xa,4.6,6.5,-0.0866901950373
1.5,8.77,11年2个月,8.00万公里,4S店定期保养,非营运车,西安,国3,2018年08月,2018年08月,0.171037628278,xa,8.0,1.08333333333,-1.57829118344
41.6,48.74,8个月,0.50万公里,4S店定期保养,非营运车,西安,欧4,2019年02月,2018年02月,0.853508411982,xa,0.5,8.66666666667,1.76238739092
4.88,12.36,6年8个月,4.80万公里,4S店定期保养,非营运车,西安,国4,2019年02月,2019年02月,0.394822006472,xa,4.8,6.5,-0.427087572121
10.3,13.23,2年4个月,1.70万公里,4S店定期保养,非营运车,西安,国5,2019年06月,2019年06月,0.778533635676,xa,1.7,2.16666666667,1.25714147221
6.6,11.31,5年4个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2019年06月,0.583554376658,xa,4.0,5.41666666667,0.337381741004
7.45,9.64,1年6个月,1.10万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年04月,2019年04月,0.772821576763,xa,1.1,1.08333333333,1.22431248856
5.9,9.22,3年7个月,2.60万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2019年03月,0.639913232104,xa,2.6,3.25,0.574987567983
4.8,12.36,6年11个月,5.00万公里,4S店定期保养,非营运车,西安,欧4,2017年11月,2017年11月,0.388349514563,xa,5.0,6.5,-0.454255272278
4.0,15.19,6年11个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.263331138907,xa,5.0,6.5,-1.0287261612
9.1,11.27,2年11个月,2.20万公里,4S店定期保养,非营运车,西安,"国4,京5",2018年11月,2017年11月,0.807453416149,xa,2.2,2.16666666667,1.43354724597
11.86,18.44,3年2个月,2.31万公里,4S店定期保养,非营运车,西安,国5,2018年08月,2019年08月,0.6431670282,xa,2.31,3.25,0.589136648232
6.8,14.42,8年,6.00万公里,4S店定期保养,非营运车,西安,国3,2018年09月,2018年09月,0.471567267684,xa,6.0,8.66666666667,-0.113853757516
7.5,17.35,4年8个月,3.40万公里,4S店定期保养,非营运车,西安,国4,2019年02月,2018年02月,0.432276657061,xa,3.4,4.33333333333,-0.272568434642
8.2,10.83,2年7个月,1.90万公里,4S店定期保养,非营运车,西安,- -,2018年03月,2018年03月,0.757156048015,xa,1.9,2.16666666667,1.13715030808
3.5,9.75,6年7个月,4.80万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2018年03月,0.358974358974,xa,4.8,6.5,-0.579818495253
4.59,12.9,9年4个月,6.80万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.355813953488,xa,6.8,9.75,-0.593579584795
8.5,24.67,6年10个月,5.00万公里,4S店定期保养,非营运车,西安,欧4,2017年12月,2017年12月,0.344548034049,xa,5.0,6.5,-0.643091510093
4.2,10.72,6年10个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2018年12月,2018年12月,0.391791044776,xa,5.0,6.5,-0.439789850649
0.95,7.47,12年4个月,10.00万公里,4S店定期保养,非营运车,西安,国3,2018年06月,2018年06月,0.127175368139,xa,10.0,1.08333333333,-1.92616767033
10.8,20.28,2年6个月,1.90万公里,4S店定期保养,非营运车,西安,"国4,京5",2019年04月,2019年04月,0.532544378698,xa,1.9,2.16666666667,0.130361817863
10.9,13.45,1年4个月,1.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年06月,2019年06月,0.810408921933,xa,1.0,1.08333333333,1.45266943006
5.6,7.04,1年4个月,1.00万公里,4S店定期保养,非营运车,西安,国5,2018年06月,2019年06月,0.795454545455,xa,1.0,1.08333333333,1.35812348415
32.8,38.4,1年4个月,1.00万公里,4S店定期保养,非营运车,西安,欧5,2018年06月,2019年06月,0.854166666667,xa,1.0,1.08333333333,1.76766191765
8.5,13.56,1年2个月,0.90万公里,4S店定期保养,非营运车,西安,"国4,国5",2017年12月,已到期,0.626843657817,xa,0.9,1.08333333333,0.518699680197
10.3,16.49,1年10个月,1.40万公里,4S店定期保养,非营运车,西安,"OBD,国5",2017年12月,2017年12月,0.624620982414,xa,1.4,1.08333333333,0.509208808539
2.6,5.3,5年5个月,6.30万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2017年12月,0.490566037736,xa,6.3,5.41666666667,-0.0377403279828
5.29,15.17,7年10个月,6.00万公里,无定期保养,非营运车,西安,国3,2017年10月,2017年10月,0.348714568227,xa,6.0,7.58333333333,-0.62469426589
16.7,18.43,1年3个月,0.80万公里,4S店定期保养,非营运车,西安,国5,2018年07月,2019年07月,0.906131307651,xa,0.8,1.08333333333,2.26728731091
8.8,9.53,1年4个月,0.80万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年06月,2019年06月,0.923399790136,xa,0.8,1.08333333333,2.48946246632
6.5,7.59,9个月,0.40万公里,4S店定期保养,非营运车,西安,国5,2019年01月,2018年01月,0.856389986825,xa,0.4,9.75,1.78562448066
3.0,8.23,5年7个月,6.00万公里,无定期保养,非营运车,西安,OBD,2017年11月,2017年11月,0.364520048603,xa,6.0,5.41666666667,-0.555798989409
12.5,27.67,6年,4.60万公里,4S店定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.451752800867,xa,4.6,6.5,-0.193591149052
3.45,8.89,7年10个月,6.00万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.388076490439,xa,6.0,7.58333333333,-0.455404829825
25.8,36.15,2年7个月,2.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年03月,2019年03月,0.713692946058,xa,2.0,2.16666666667,0.913387972216
1.4,5.19,6年11个月,5.30万公里,4S店定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.269749518304,xa,5.3,6.5,-0.995893782473
6.0,7.0,2年11个月,1.60万公里,4S店定期保养,非营运车,西安,京5,2018年11月,2017年11月,0.857142857143,xa,1.6,2.16666666667,1.79175946923
11.06,22.78,4年8个月,4.60万公里,4S店定期保养,非营运车,西安,国4,2019年02月,2019年02月,0.485513608428,xa,4.6,4.33333333333,-0.0579617880547
3.9,4.97,2年7个月,2.00万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2018年03月,0.784708249497,xa,2.0,2.16666666667,1.29331790466
6.95,14.42,4年6个月,4.30万公里,无定期保养,非营运车,西安,"国4,国5",2017年11月,2017年11月,0.481969486824,xa,4.3,4.33333333333,-0.072153339568
13.2,17.36,1年8个月,1.30万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年02月,2019年02月,0.760368663594,xa,1.3,1.08333333333,1.15470175532
8.9,23.42,6年6个月,5.00万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.380017079419,xa,5.0,6.5,-0.489475732659
5.9,15.28,6年6个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2017年10月,已到期,0.38612565445,xa,5.0,6.5,-0.463627412106
1.7,9.62,11年1个月,8.50万公里,4S店定期保养,非营运车,西安,国2,2018年06月,2018年06月,0.176715176715,xa,8.5,1.08333333333,-1.53876295476
11.7,29.62,6年9个月,5.20万公里,4S店定期保养,非营运车,西安,国4,2019年01月,2019年01月,0.395003376097,xa,5.2,6.5,-0.426328565743
7.9,18.0,6年9个月,5.20万公里,4S店定期保养,非营运车,西安,国4,2019年01月,2018年01月,0.438888888889,xa,5.2,6.5,-0.245672664374
11.2,15.17,1年8个月,1.30万公里,4S店定期保养,非营运车,西安,国5,2018年02月,2019年02月,0.738299274885,xa,1.3,1.08333333333,1.0371476836
18.7,34.63,3年6个月,2.00万公里,4S店定期保养,非营运车,西安,欧5,2018年04月,2018年04月,0.539994224661,xa,2.0,3.25,0.160319399939
5.18,12.46,6年1个月,4.70万公里,4S店定期保养,非营运车,西安,国4,2019年09月,2018年09月,0.415730337079,xa,4.7,6.5,-0.340325805937
4.6,12.81,8年5个月,6.50万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年06月,0.359094457455,xa,6.5,8.66666666667,-0.579296619969
5.2,14.87,8年5个月,6.50万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.34969737727,xa,6.5,8.66666666667,-0.620369683878
27.0,31.78,1年7个月,0.71万公里,4S店定期保养,非营运车,西安,国5,2018年03月,2019年03月,0.849590937697,xa,0.71,1.08333333333,1.7313963195
15.75,22.56,5年,4.32万公里,4S店定期保养,非营运车,西安,国4,2018年10月,2017年10月,0.698138297872,xa,4.32,5.41666666667,0.83844824511
7.2,11.16,5年2个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年08月,2019年08月,0.645161290323,xa,4.0,5.41666666667,0.597837000756
5.5,12.35,5年1个月,7.88万公里,无定期保养,非营运车,西安,国4,2017年09月,2017年09月,0.445344129555,xa,7.88,5.41666666667,-0.219500560036
11.52,13.76,1年1个月,0.86万公里,4S店定期保养,非营运车,西安,国5,2018年09月,2019年09月,0.837209302326,xa,0.86,1.08333333333,1.6376087894
3.7,5.85,4年3个月,3.30万公里,4S店定期保养,非营运车,西安,国4,2019年07月,2019年07月,0.632478632479,xa,3.3,4.33333333333,0.542864977511
9.1,12.79,3年1个月,2.40万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.711493354183,xa,2.4,3.25,0.90264795547
4.8,11.92,7年9个月,6.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.402684563758,xa,6.0,7.58333333333,-0.39429180751
18.4,23.64,2年1个月,2.52万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年09月,2019年09月,0.77834179357,xa,2.52,2.16666666667,1.25602916628
12.3,18.01,10个月,0.67万公里,4S店定期保养,非营运车,西安,国5,已到期,已到期,0.682953914492,xa,0.67,1.08333333333,0.76738023871
6.12,9.54,1年1个月,0.71万公里,4S店定期保养,非营运车,西安,国5,2018年09月,2017年09月,0.641509433962,xa,0.71,1.08333333333,0.58192154545
7.55,11.6,3年11个月,2.30万公里,4S店定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.650862068966,xa,2.3,3.25,0.622830682142
24.6,93.46,9年3个月,13.90万公里,4S店定期保养,非营运车,西安,欧4,2018年07月,2018年07月,0.263214209287,xa,13.9,9.75,-1.02932901497
1.0,4.44,8年7个月,6.65万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.225225225225,xa,6.65,8.66666666667,-1.23547147139
25.98,31.67,2个月,0.04万公里,4S店定期保养,非营运车,西安,国5,2019年08月,2018年08月,0.82033470161,xa,0.04,2.16666666667,1.5186167631
6.18,8.23,12个月,0.80万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年12月,2017年12月,0.750911300122,xa,0.8,1.08333333333,1.10347847832
7.4,11.48,3年10个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,京5",2017年12月,2017年12月,0.644599303136,xa,3.0,3.25,0.595383011794
7.5,12.57,3年10个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,京5",2017年12月,2017年12月,0.596658711217,xa,3.0,3.25,0.391562202939
7.2,14.42,6年10个月,4.10万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.499306518724,xa,4.1,6.5,-0.00277392688273
6.5,11.16,5年6个月,4.30万公里,4S店定期保养,非营运车,西安,国4,2018年04月,2019年04月,0.582437275986,xa,4.3,5.41666666667,0.332786728764
6.2,13.87,6年2个月,6.70万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.447007930786,xa,6.7,6.5,-0.212767323328
14.0,30.27,6年,4.70万公里,4S店定期保养,非营运车,西安,欧4,2017年10月,2017年10月,0.462504129501,xa,4.7,6.5,-0.150265591616
7.38,12.04,2年8个月,2.10万公里,4S店定期保养,非营运车,西安,国5,2019年02月,2019年02月,0.612956810631,xa,2.1,2.16666666667,0.459758190475
14.3,16.81,1年3个月,1.00万公里,4S店定期保养,非营运车,西安,国5,2018年07月,已到期,0.850684116597,xa,1.0,1.08333333333,1.73997678412
26.0,49.84,2年11个月,1.80万公里,4S店定期保养,非营运车,西安,欧4,2018年11月,2017年11月,0.521669341894,xa,1.8,2.16666666667,0.0867316958243
10.9,14.86,1年3个月,1.00万公里,4S店定期保养,非营运车,西安,国5,2018年07月,2019年07月,0.733512786003,xa,1.0,1.08333333333,1.01251876397
9.3,11.93,1年3个月,1.00万公里,4S店定期保养,非营运车,西安,国5,2018年01月,2018年01月,0.779547359598,xa,1.0,1.08333333333,1.26303055397
6.08,14.09,6年6个月,5.10万公里,4S店定期保养,非营运车,西安,国4,2018年04月,2018年04月,0.431511710433,xa,5.1,6.5,-0.275686065102
8.35,26.38,10年4个月,8.10万公里,4S店定期保养,非营运车,西安,国3,2017年11月,2017年11月,0.316527672479,xa,8.1,1.08333333333,-0.769775498352
5.8,14.21,6年,5.80万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.408163265306,xa,5.8,6.5,-0.371563556432
3.8,14.98,8年10个月,8.00万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.253671562083,xa,8.0,8.66666666667,-1.07912540099
4.56,5.95,2年7个月,2.05万公里,4S店定期保养,非营运车,西安,"国4,京5",2019年03月,2019年03月,0.766386554622,xa,2.05,2.16666666667,1.18801887638
29.5,81.52,4年2个月,15.00万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.361874386654,xa,15.0,4.33333333333,-0.567237996675
11.0,27.44,6年4个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.400874635569,xa,5.0,6.5,-0.40182211683
3.8,7.59,6年4个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.500658761528,xa,5.0,6.5,0.00263504763801
3.66,5.51,4年2个月,3.30万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年08月,2018年08月,0.664246823956,xa,3.3,4.33333333333,0.682277508323
6.2,8.24,2年,1.60万公里,4S店定期保养,非营运车,西安,国5,2017年10月,2017年10月,0.752427184466,xa,1.6,2.16666666667,1.11159948419
8.5,12.8,2年3个月,1.80万公里,4S店定期保养,非营运车,西安,国5,2019年07月,2018年07月,0.6640625,xa,1.8,2.16666666667,0.681451140797
5.9,8.13,2年,1.60万公里,4S店定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.725707257073,xa,1.6,2.16666666667,0.97295076544
3.8,10.51,7年7个月,6.00万公里,4S店定期保养,非营运车,西安,国4,2018年03月,2018年03月,0.361560418649,xa,6.0,7.58333333333,-0.568597884251
4.2,11.92,7年4个月,5.80万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.352348993289,xa,5.8,7.58333333333,-0.608729838747
36.7,53.08,3年1个月,3.00万公里,4S店定期保养,非营运车,西安,欧4,2018年09月,2018年09月,0.69140919367,xa,3.0,3.25,0.806715676636
8.1,14.09,4年4个月,2.80万公里,4S店定期保养,非营运车,西安,国4,2018年06月,2018年06月,0.574875798439,xa,2.8,4.33333333333,0.301772649551
4.6,27.44,10年10个月,10.80万公里,4S店定期保养,非营运车,西安,国3,2017年12月,2017年12月,0.167638483965,xa,10.8,1.08333333333,-1.60245708129
17.8,22.01,2年,1.30万公里,4S店定期保养,非营运车,西安,"国4,国5",2017年10月,2017年10月,0.808723307587,xa,1.3,2.16666666667,1.4417358096
4.0,8.66,4年11个月,3.90万公里,4S店定期保养,非营运车,西安,国4,2018年11月,2017年11月,0.461893764434,xa,3.9,4.33333333333,-0.152721087018
15.8,19.52,2年6个月,2.00万公里,4S店定期保养,非营运车,西安,国4,2019年04月,2019年04月,0.809426229508,xa,2.0,2.16666666667,1.44628627175
3.2,5.42,2年6个月,2.00万公里,4S店定期保养,非营运车,西安,国4,2019年04月,2019年04月,0.590405904059,xa,2.0,2.16666666667,0.365643613921
4.6,7.9,2年6个月,2.00万公里,4S店定期保养,非营运车,西安,"国4,京5",2019年04月,2019年04月,0.582278481013,xa,2.0,2.16666666667,0.332133835023
12.71,14.85,1年6个月,1.21万公里,4S店定期保养,非营运车,西安,- -,2018年04月,2019年04月,0.855892255892,xa,1.21,1.08333333333,1.78158325617
16.52,24.94,3年3个月,2.60万公里,4S店定期保养,非营运车,西安,"国4,国5",2017年10月,已到期,0.662389735365,xa,2.6,3.25,0.673961939839
13.8,17.78,2年9个月,2.20万公里,4S店定期保养,非营运车,西安,"国4,OBD",2019年01月,2019年01月,0.776152980877,xa,2.2,2.16666666667,1.24338677287
5.8,8.23,3年1个月,3.00万公里,无定期保养,非营运车,西安,"国4,京5",2017年11月,2017年11月,0.704738760632,xa,3.0,3.25,0.8699666602
8.1,9.22,1年4个月,0.90万公里,4S店定期保养,非营运车,西安,,2018年01月,2018年01月,0.87852494577,xa,0.9,1.08333333333,1.97853537637
8.4,13.44,3年9个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年01月,2019年01月,0.625,xa,3.0,3.25,0.510825623766
3.6,15.17,11年,7.30万公里,无定期保养,非营运车,西安,国3,2017年11月,2017年11月,0.237310481213,xa,7.3,1.08333333333,-1.16748169574
4.6,11.59,8年2个月,6.00万公里,4S店定期保养,非营运车,西安,国3,2018年08月,2018年08月,0.396893874029,xa,6.0,8.66666666667,-0.418424252751
7.5,17.06,5年10个月,3.90万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.439624853458,xa,3.9,5.41666666667,-0.242684706521
6.6,7.9,2个月,0.05万公里,4S店定期保养,非营运车,西安,国5,2019年08月,2018年08月,0.835443037975,xa,0.05,2.16666666667,1.62470538456
3.3,6.18,5年,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年10月,2017年10月,0.533980582524,xa,4.0,5.41666666667,0.136132174325
4.7,7.47,4年9个月,3.80万公里,4S店定期保养,非营运车,西安,国4,2019年01月,2019年01月,0.629183400268,xa,3.8,4.33333333333,0.528715188517
8.3,14.21,5年,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年10月,2017年10月,0.584095707248,xa,4.0,5.41666666667,0.339609683385
6.0,19.73,8年9个月,7.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.304105423213,xa,7.0,8.66666666667,-0.827823750552
2.98,7.25,4年7个月,4.00万公里,无定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.411034482759,xa,4.0,4.33333333333,-0.359690526723
2.6,11.59,9年2个月,9.80万公里,4S店定期保养,非营运车,西安,国3,2018年08月,2018年08月,0.224331320104,xa,9.8,9.75,-1.24060140346
16.8,26.68,4年,4.60万公里,4S店定期保养,非营运车,西安,国4,2017年10月,2017年10月,0.629685157421,xa,4.6,4.33333333333,0.530866374649
7.1,11.59,4年4个月,3.00万公里,4S店定期保养,非营运车,西安,国4,2019年06月,2019年06月,0.612597066437,xa,3.0,4.33333333333,0.458242082293
112.8,162.6,1年5个月,1.31万公里,4S店定期保养,非营运车,西安,国4,2018年05月,2018年05月,0.693726937269,xa,1.31,1.08333333333,0.817601355033
5.5,11.92,5年9个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年01月,2018年01月,0.461409395973,xa,4.0,5.41666666667,-0.154670025463
10.8,20.71,5年7个月,4.50万公里,4S店定期保养,非营运车,西安,国4,已到期,已到期,0.521487204249,xa,4.5,5.41666666667,0.0860017857883
11.8,11.92,10个月,0.60万公里,4S店定期保养,非营运车,西安,国5,2018年12月,2017年12月,0.989932885906,xa,0.6,1.08333333333,4.58836306767
9.5,15.17,5年4个月,4.30万公里,4S店定期保养,非营运车,西安,国4,2018年10月,2018年03月,0.62623599209,xa,4.3,5.41666666667,0.516102680867
6.8,7.59,1年1个月,0.50万公里,4S店定期保养,非营运车,西安,国5,2018年09月,2018年09月,0.895915678524,xa,0.5,1.08333333333,2.1526449457
4.6,19.3,9年8个月,21.60万公里,无定期保养,非营运车,西安,国4,2018年02月,2018年03月,0.238341968912,xa,21.6,9.75,-1.16179119029
7.1,10.51,1年10个月,1.50万公里,4S店定期保养,非营运车,西安,国5,2017年12月,2017年12月,0.675547098002,xa,1.5,1.08333333333,0.733382492752
5.9,8.66,5年1个月,3.60万公里,4S店定期保养,非营运车,西安,国4,2018年09月,2018年09月,0.68129330254,xa,3.6,5.41666666667,0.759721671183
11.1,15.17,1年7个月,1.30万公里,4S店定期保养,非营运车,西安,国5,2018年03月,2019年03月,0.731707317073,xa,1.3,1.08333333333,1.00330210886
74.6,114.84,3年4个月,7.10万公里,4S店定期保养,非营运车,西安,欧4,2018年06月,2019年06月,0.649599442703,xa,7.1,3.25,0.617278981418
10.38,31.98,8年5个月,6.80万公里,4S店定期保养,非营运车,西安,欧4,2018年05月,2018年05月,0.324577861163,xa,6.8,8.66666666667,-0.732812436952
7.0,9.32,1年4个月,1.20万公里,4S店定期保养,非营运车,西安,国5,2018年06月,2018年06月,0.751072961373,xa,1.2,1.08333333333,1.10434296338
5.8,12.68,7年2个月,5.80万公里,4S店定期保养,非营运车,西安,国4,2018年08月,2018年08月,0.457413249211,xa,5.8,7.58333333333,-0.170760734393
6.3,10.4,6年2个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2018年08月,2018年08月,0.605769230769,xa,5.0,6.5,0.429562659687
4.3,11.26,6年2个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2019年08月,2019年08月,0.38188277087,xa,5.0,6.5,-0.481564451647
15.8,23.44,10个月,1.00万公里,无定期保养,非营运车,西安,"国4,国5",2017年10月,2017年10月,0.674061433447,xa,1.0,1.08333333333,0.726612336854
8.6,16.27,3年2个月,2.30万公里,4S店定期保养,非营运车,西安,国5,2018年08月,2019年08月,0.528580208974,xa,2.3,3.25,0.11444558788
6.2,9.64,2年9个月,2.00万公里,4S店定期保养,非营运车,西安,"OBD,国5",2018年01月,2018年01月,0.643153526971,xa,2.0,2.16666666667,0.589077820666
11.5,14.1,1年1个月,0.80万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年09月,2019年09月,0.815602836879,xa,0.8,1.08333333333,1.48683559034
2.3,3.57,5年10个月,6.10万公里,无定期保养,非营运车,西安,国4,2017年11月,2017年11月,0.644257703081,xa,6.1,5.41666666667,0.593892222465
39.5,99.39,4年11个月,4.00万公里,4S店定期保养,非营运车,西安,"欧4,欧5",2018年11月,2017年11月,0.397424288158,xa,4.0,4.33333333333,-0.416208874369
6.42,11.82,5年2个月,4.20万公里,4S店定期保养,非营运车,西安,国4,2018年08月,2019年08月,0.543147208122,xa,4.2,5.41666666667,0.173019164132
13.2,25.27,4年11个月,4.00万公里,4S店定期保养,非营运车,西安,国4,2018年11月,2017年11月,0.522358527899,xa,4.0,4.33333333333,0.0894937944829
21.0,38.73,4年11个月,4.00万公里,4S店定期保养,非营运车,西安,欧4,2018年11月,2017年11月,0.542215336948,xa,4.0,4.33333333333,0.169264317637
7.92,15.39,4年7个月,3.36万公里,4S店定期保养,非营运车,西安,"国4,国5",2019年03月,2019年03月,0.514619883041,xa,3.36,4.33333333333,0.0584962066816
4.8,11.93,6年10个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.402347024308,xa,5.0,6.5,-0.395695316512
13.2,25.38,6年10个月,5.00万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.520094562648,xa,5.0,6.5,0.0804215673106
4.9,11.71,5年4个月,5.28万公里,无定期保养,非营运车,西安,欧4,2017年11月,2017年11月,0.418445772844,xa,5.28,5.41666666667,-0.329156915045
8.8,40.11,10年4个月,8.40万公里,4S店定期保养,非营运车,西安,国3,2018年06月,2018年06月,0.219396659187,xa,8.4,1.08333333333,-1.26918581385
7.6,32.06,9年10个月,10.00万公里,4S店定期保养,非营运车,西安,国3,2017年12月,2017年12月,0.237055520898,xa,10.0,9.75,-1.16889088297
13.8,20.6,3年8个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,国5",2018年02月,2019年02月,0.669902912621,xa,3.0,3.25,0.707745979981
13.0,21.8,3年8个月,3.00万公里,4S店定期保养,非营运车,西安,欧4,已到期,已到期,0.596330275229,xa,3.0,3.25,0.390197635977
7.3,19.73,8年2个月,8.00万公里,4S店定期保养,非营运车,西安,国4,2018年08月,2018年08月,0.369994931576,xa,8.0,8.66666666667,-0.532238557368
5.28,10.72,6年3个月,5.10万公里,4S店定期保养,非营运车,西安,国4,2019年07月,2019年07月,0.492537313433,xa,5.1,6.5,-0.0298529631497
5.8,8.12,3年8个月,3.00万公里,4S店定期保养,非营运车,西安,"国4,京5",2018年02月,2018年02月,0.714285714286,xa,3.0,3.25,0.916290731874
5.7,7.58,3年8个月,3.00万公里,4S店定期保养,非营运车,西安,国4,2018年02月,2019年02月,0.751978891821,xa,3.0,3.25,1.109194398
3.9,12.91,8年7个月,7.00万公里,4S店定期保养,非营运车,西安,"国3,OBD",2018年03月,2018年03月,0.302091402014,xa,7.0,8.66666666667,-0.837358518485
8.3,24.62,8年4个月,6.80万公里,4S店定期保养,非营运车,西安,国4,2017年12月,2017年12月,0.337124289196,xa,6.8,8.66666666667,-0.676135834733
