总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
斯柯达明锐 2013款 2.0L 自动逸杰版,斯柯达明锐,2013款,6.60,15.50,2013-01,11.9万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,上汽斯柯达,紧凑型车,2.0L 120马力 L4,6档手自一体变速箱(AT),5门5座掀背车,4569/1769/1462,2578,560-13,1346,2.0,自然吸气,L4,120,180,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0
长安逸动 2012款 1.6L 手动豪华型 国IV,长安逸动,2012款,3.90,8.70,2013-03,9.98万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.6L 125马力 L4,5档手动变速箱(MT),4门5座三厢车,4620/1820/1490,2660,510,1323,1.6,自然吸气,L4,125,160,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,0
别克英朗 2015款 15N 自动精英型,别克英朗,2015款,8.30,13.80,2015-07,2.1万公里,永川区,国五,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.5L 114马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4587/1798/1463,2640,-,1255,1.5,自然吸气,L4,114,143,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
别克君威 2015款 1.6T 领先技术型,别克君威,2015款,12.28,20.60,2015-05,3.5万公里,重庆,国四,自动,4912元（车价x4%，最低3500元） ,上汽通用别克,中型车,1.6T 184马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4843/1856/1484,2737,442,1590,1.6,涡轮增压,L4,184,235,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,标配/标配,标配/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,无,无,无,无,加装,标配,加装,标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
起亚福瑞迪 2014款 1.6L MT GL,起亚福瑞迪,2014款,5.98,10.70,2015-01,2.5万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型车,1.6L 123马力 L4,5档手动变速箱(MT),4门5座三厢车,4560/1775/1460,2650,-,1165,1.6,自然吸气,L4,123,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
北汽威旺M20 2014款 1.5L实用型BJ415A,北汽威旺M20,2014款,3.40,4.30,2017-02,0.4万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,北京汽车,微面,1.5L 102马力 L4,5档手动变速箱(MT),客车,4440/1700/1783,2790,-,1270,1.5,自然吸气,L4,102,135,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬挂,钢板弹簧,通风盘式,鼓式,-,185/65 R14,185/65 R14,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菲亚特菲翔 2015款 1.4T 自动劲享版,菲亚特菲翔,2015款,8.39,14.00,2015-10,2.32万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,广汽菲克菲亚特,紧凑型车,1.4T 120马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4679/1850/1471,2708,470,1490,1.4,涡轮增压,L4,120,206,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,加装,标配,加装,标配,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,4,0
福特嘉年华 2013款 三厢 1.5L 手动风尚型,福特嘉年华,2013款,4.40,8.70,2014-02,4.65万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,小型车,1.5L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4320/1722/1470,2495,470,1106,1.5,自然吸气,L4,110,140,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/55 R15,185/55 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
现代朗动 2012款 1.6L 手动领先型,现代朗动,2012款,7.10,12.60,2014-06,4.24万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,北京现代,紧凑型车,1.6L 128马力 L4,6档手动变速箱(MT),4门5座三厢车,4570/1775/1445,2700,473,1233,1.6,自然吸气,L4,128,156,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,加装,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
丰田凯美瑞 2013款 200E 经典精英版,丰田凯美瑞,2013款,12.50,19.80,2013-11,9.8万公里,永川区,国四,自动,5000元（车价x4%，最低3500元） ,广汽丰田,中型车,2.0L 147马力 L4,4档自动变速箱(AT),4门5座三厢车,4825/1820/1485,2775,504,1490,2.0,自然吸气,L4,147,190,汽油,95号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,无/无,无/无,无,标配,标配,加装,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,标配,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,1
长安逸动 2016款 XT 1.6L 自动俊酷型,长安逸动,2016款,7.15,8.90,2017-07,0.15万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,长安汽车,紧凑型车,1.6L 125马力 L4,4档手自一体变速箱(AT),5门5座两厢车,4425/1815/1485,2660,390-14,1330,1.6,自然吸气,L4,125,160,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
宝马3系 2011款 320i 时尚型,宝马3系,2011款,13.60,37.40,2011-04,7.34万公里,永川区,国四,自动,5440元（车价x4%，最低3500元） ,华晨宝马,中型车,2.0L 152马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4531/1817/1421,2760,460,1465,2.0,自然吸气,L4,152,200,汽油,95号,多点电喷,国四,-,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0
奇瑞瑞虎3 2014款 1.6L 手动智尚版,奇瑞瑞虎3,2014款,5.50,8.50,2015-02,0.52万公里,万州区,国四,手动,3500元（车价x4%，最低3500元） ,奇瑞汽车,小型SUV,1.6L 126马力 L4,5档手动变速箱(MT),5门5座SUV,4420/1760/1670,2510,550,1358,1.6,自然吸气,L4,126,160,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,双连杆式独立悬架+横向稳定杆,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
福特福克斯 2011款 三厢 1.8L 手动经典型,福特福克斯,2011款,3.50,11.40,2011-04,12.85万公里,万州区,国四,手动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,5档手动变速箱(MT),4门5座三厢车,4480/1840/1500,2640,526,1325,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0
江淮瑞风S5 2013款 1.8T 手动新锐版,江淮瑞风S5,2013款,5.20,11.90,2013-07,3.4万公里,涪陵区,国四,手动,3500元（车价x4%，最低3500元） ,江淮汽车,紧凑型SUV,1.8T 163马力 L4,6档手动变速箱(MT),5门5座SUV,4475/1840/1680,2645,505-11,1505,1.8,涡轮增压,L4,163,235,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R17,225/60 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,标配,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
北汽威旺M20 2014款 1.5L豪华型BJ415B,北汽威旺M20,2014款,3.20,5.90,2013-12,4.83万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,北京汽车,微面,1.5L 106马力 L4,5档手动变速箱(MT),客车,4440/1700/1783,2790,-,1270,1.5,自然吸气,L4,106,145,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬挂,五连杆螺旋弹簧,通风盘式,鼓式,-,185/65 R14,185/65 R14,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,标配,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0
菲亚特菲翔 2012款 1.4T 自动悦享版,菲亚特菲翔,2012款,6.99,13.30,2014-11,2.05万公里,万州区,国四,自动,3500元（车价x4%，最低3500元） ,广汽菲克菲亚特,紧凑型车,1.4T 120马力 L4,6档双离合变速箱(DCT),4门5座三厢车,4679/1850/1471,2708,470,1470,1.4,涡轮增压,L4,120,206,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,标配,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,加装,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
福特蒙迪欧 2013款 1.5L GTDi180时尚型,福特蒙迪欧,2013款,14.18,20.60,2015-01,2.78万公里,重庆,国四,自动,5672元（车价x4%，最低3500元） ,长安福特,中型车,1.5T 181马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4860/1854/1480,2850,516-98,1540,1.5,涡轮增压,L4,181,240,汽油,92号,直喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R17,235/50 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
众泰T600 2014款 1.5T 手动 精英型,众泰T600,2014款,5.20,8.70,2014-07,1.8万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,众泰汽车,中型SUV,1.5T 162马力 L4,5档手动变速箱(MT),5门5座SUV,4631/1893/1694,2807,344,1541,1.5,涡轮增压,L4,162,215,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/65 R17,235/65 R17,标配/标配,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,无,无,无,加装,无,无,加装,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
大众朗行 2013款 1.6L 自动舒适型,大众朗行,2013款,8.80,15.30,2015-08,2.81万公里,万州区,国四,自动,3520元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 110马力 L4,6档手自一体变速箱(AT),5门5座两厢车,4454/1765/1460,2610,412,1275,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1
吉利SX7 2014款 2.4L 自动尊贵型,吉利SX7,2014款,5.58,14.10,2015-04,2.07万公里,永川区,国四,自动,3500元（车价x4%，最低3500元） ,吉利汽车,紧凑型SUV,2.4L 162马力 L4,6档手自一体变速箱(AT),5门5座SUV,4541/1833/1700,2661,-,-,2.4,自然吸气,L4,162,220,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,标配,无,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
福特探险者 2013款 3.5L 尊享型(进口),福特探险者,2013款,30.00,54.30,2014-11,5.73万公里,涪陵区,国四,自动,12000元（车价x4%，最低3500元） ,福特(进口),中大型SUV,3.5L 291马力 V6,6档手自一体变速箱(AT),5门7座SUV,5006/2005/1743,2860,-,2211,3.5,自然吸气,V6,291,354,汽油,92号,多点电喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,255/50 R20,255/50 R20,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
雪铁龙世嘉 2011款 三厢 1.6L 自动时尚型,雪铁龙世嘉,2011款,4.10,12.90,2011-05,7.07万公里,永川区,国四,自动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.6L 106马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4556/1773/1486,2610,481,1340,1.6,自然吸气,L4,106,142,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,可变形横梁式，带横向稳定杆,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,加装,无,无,无,无,无,标配/标配,标配,无,标配,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0
现代瑞纳 2014款 1.4L 手动智能型GLS,现代瑞纳,2014款,4.80,8.60,2014-06,2.7万公里,永川区,国五,手动,3500元（车价x4%，最低3500元） ,北京现代,小型车,1.4L 107马力 L4,5档手动变速箱(MT),4门5座三厢车,4375/1700/1460,2570,454,1070,1.4,自然吸气,L4,107,135,汽油,92号,多点电喷,国五,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R14,175/70 R14,正常/正常,正常/正常,正常/正常,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雪佛兰爱唯欧 2011款 三厢 1.4L MT SE,雪佛兰爱唯欧,2011款,3.88,9.50,2013-01,5.6万公里,涪陵区,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,小型车,1.4L 103马力 L4,5档手动变速箱(MT),4门5座三厢车,4399/1735/1517,2525,458,1190,1.4,自然吸气,L4,103,131,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,195/65 R15,195/65 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0
别克君威 2010款 2.0L 世博版,别克君威,2010款,7.85,22.10,2011-01,8.5万公里,万州区,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.0L 147马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4830/1856/1484,2737,500,1555,2.0,自然吸气,L4,147,190,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
哈弗H6 2011款 2.0L 手动两驱精英型,哈弗H6,2011款,5.58,11.50,2012-09,5万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,长城汽车,紧凑型SUV,2.0L 133马力 L4,5档手动变速箱(MT),5门5座SUV,4640/1825/1690,2680,808-20,1520,2.0,自然吸气,L4,133,186,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,标配,标配,标配,无,标配,无,无,无,无,无,标配,标配,标配/标配,标配,标配,标配,无,标配,无,标配,加装,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
雪铁龙爱丽舍 2014款 1.6L 手动舒适型,雪铁龙爱丽舍,2014款,5.10,10.10,2014-12,2.6万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,东风雪铁龙,紧凑型车,1.6L 117马力 L4,5档手动变速箱(MT),4门5座三厢车,4427/1748/1476,2652,485,1150,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1
起亚赛拉图 2007款 1.6L MT GL,起亚赛拉图,2007款,2.20,10.20,2009-09,8.24万公里,重庆,国四,手动,3000元（车价x4%，最低3000元） ,东风悦达起亚,紧凑型车,1.6L 112马力 L4,5档手动变速箱(MT),4门5座三厢车,4500/1735/1470,2610,-,1235,1.6,自然吸气,L4,112,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,盘式,盘式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0
起亚K3S 2014款 1.6L 自动GLS,起亚K3S,2014款,7.58,13.50,2015-03,0.9万公里,永川区,国四,自动,3500元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型车,1.6L 128马力 L4,6档手自一体变速箱(AT),5门5座两厢车,4365/1780/1460,2700,-,1296,1.6,自然吸气,L4,128,156,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
日产奇骏 2014款 2.0L CVT舒适版 2WD,日产奇骏,2014款,15.51,21.40,2016-01,0.38万公里,重庆,国四,自动,6204元（车价x4%，最低3500元） ,东风日产,紧凑型SUV,2.0L 150马力 L4,7档无级变速箱(CVT),5门5座SUV,4643/1820/1725,2706,550,1460,2.0,自然吸气,L4,150,200,汽油,92号,直喷,国四,-,电动助力,麦弗逊式独立悬架+横向稳定杆,带横向稳定杆+复合多连杆式独立悬架,通风盘式,通风盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,无,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
雪佛兰景程 2011款 1.8 舒适版 MT,雪佛兰景程,2011款,3.50,14.10,2011-01,12.62万公里,重庆,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,中型车,1.8L 143马力 L4,5档手动变速箱(MT),4门5座三厢车,4820/1807/1450,2700,470,1460,1.8,自然吸气,L4,143,177,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,205/65 R15,205/65 R15,正常/正常,正常/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,标配,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2
奇瑞瑞虎5 2014款 2.0L CVT家悦版,奇瑞瑞虎5,2014款,6.20,12.30,2014-11,6.3万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,奇瑞汽车,紧凑型SUV,2.0L 139马力 L4,7档无级变速箱(CVT),5门5座SUV,4506/1841/1740,2610,370,1537,2.0,自然吸气,L4,139,182,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,标配,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1
纳智捷大7 SUV 2012款 锋芒限量版 2.2T 四驱旗舰型,纳智捷大7,SUV,8.50,29.30,2012-10,10.82万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,东风裕隆,中型SUV,2.2T 178马力 L4,5档手自一体变速箱(AT),5门5座SUV,4800/1930/1760,2910,-,1960,2.2,涡轮增压,L4,178,275,汽油,92号,多点电喷,国四,适时四驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,235/55 R18,235/55 R18,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1
斯柯达晶锐 2014款 1.4L 手动晶致版,斯柯达晶锐,2014款,4.40,8.60,2015-01,2.86万公里,永川区,国四,手动,3500元（车价x4%，最低3500元） ,上汽斯柯达,小型车,1.4L 86马力 L4,5档手动变速箱(MT),5门5座两厢车,4003/1642/1500,2465,300-11,1100,1.4,自然吸气,L4,86,132,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架+横向稳定杆,扭力梁式非独立悬架,通风盘式,鼓式,-,185/65 R14,185/65 R14,正常/正常,正常/正常,正常/正常,无,无,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
大众捷达 2013款 1.6L 自动时尚型,大众捷达,2013款,6.30,10.70,2014-08,4.48万公里,重庆,国四,自动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,6档自动变速箱(AT),4门5座三厢车,4487/1706/1470,2603,466,1120,1.6,自然吸气,L4,110,160,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R14,175/70 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,加装,加装,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,1
纳智捷纳5 2013款 1.8T 自动豪华型,纳智捷纳5,2013款,5.18,14.00,2013-11,4.6万公里,万州区,国四,自动,3500元（车价x4%，最低3500元） ,东风裕隆,紧凑型车,1.8T 154马力 L4,5档手自一体变速箱(AT),4门5座三厢车,4650/1805/1490,2720,470,1410,1.8,涡轮增压,L4,154,230,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,标配,无,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
